id	rep	cite	OTName	OTUnit
1999	259	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	apparent photosynthesis	microl o2 g(DW)^-1 (10 minutes)^-1
2006	260	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	apparent photosynthesis	microl o2 g(DW)^-1 (10 minutes)^-1
2007	260	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	apparent photosynthesis	microl o2 g(DW)^-1 (10 minutes)^-1
2014	261	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2015	261	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2022	262	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2023	262	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2030	263	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2031	263	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2038	264	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2039	264	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2045	265	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2046	265	6	Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].	respiration	microl o2 g(DW)^-1 (10 minutes)^-1
2053	266	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	net photosynthesis	micromol co2 mg(Chl)^-1 h^-1
2054	266	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	net photosynthesis	micromol co2 mg(Chl)^-1 h^-1
2059	267	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration after photosynthesis	micromol co2 mg(Chl)^-1 h^-1
2060	267	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration after photosynthesis	micromol co2 mg(Chl)^-1 h^-1
2065	268	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration after dark period	micromol co2 mg(Chl)^-1 h^-1
2066	268	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration after dark period	micromol co2 mg(Chl)^-1 h^-1
2071	269	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	net photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2072	269	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	net photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2080	270	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration before photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2081	270	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration before photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2089	271	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	net photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2090	271	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	net photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2099	272	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration before photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2100	272	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration before photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2109	273	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration after photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2110	273	sub	Thebud, R. & Santarius, K. a (1982) Effects of high-temperature stress on various biomembranes of leaf cells in situ and in vitro. Plant physiology. [Online] 70 (1), 200–205. Available from: http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1067112&tool=pmcentrez&rendertype=abstract.	respiration after photosynthesis	micromol o2 mg(Chl)^-1 h^-1
2119	274	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	photosynthetic activity	micromol o2 mg(Chl)^-1 h^-1
2120	274	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	photosynthetic activity	micromol o2 mg(Chl)^-1 h^-1
2125	275	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	photosynthetic activity	micromol o2 mg(Chl)^-1 h^-1
2126	275	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	photosynthetic activity	micromol o2 mg(Chl)^-1 h^-1
2131	276	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	respiratory activity	micromol o2 mg(Chl)^-1 h^-1
2132	276	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	respiratory activity	micromol o2 mg(Chl)^-1 h^-1
2136	277	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	respiratory activity	micromol o2 mg(Chl)^-1 h^-1
2137	277	3	Tasaka, Y., Gombos, Z. & Nishiyama, Y. (1996) mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO …. [Online] 15 (23), 6416–6425. Available from: http://www.ncbi.nlm.nih.gov/pmc/articles/PMC452467/ [Accessed: 8 July 2014].	respiratory activity	micromol o2 mg(Chl)^-1 h^-1
2141	278	sub	Lieth, J. & Pasian, C. (1990) A model for net photosynthesis of rose leaves as a function of photosynthetically active radiation, leaf temperature, and leaf age. Journal of the American Society …. [Online] 115 (3), 486–491. Available from: http://journal.ashspublications.org/content/115/3/486.short [Accessed: 8 July 2014].	net photosynthesis	mg co2 m^-2 s^-1
2142	278	sub	Lieth, J. & Pasian, C. (1990) A model for net photosynthesis of rose leaves as a function of photosynthetically active radiation, leaf temperature, and leaf age. Journal of the American Society …. [Online] 115 (3), 486–491. Available from: http://journal.ashspublications.org/content/115/3/486.short [Accessed: 8 July 2014].	net photosynthesis	mg co2 m^-2 s^-1
2186	279	7	Evans, A., Webb, K. & Penhale, P. (1986) Photosynthetic temperature acclimation in two coexisting seagrasses, Zostera marina L. and Ruppia maritima L. Aquatic Botany. [Online] 24185–197. Available from: http://www.sciencedirect.com/science/article/pii/0304377086900951 [Accessed: 8 July 2014].	photosynthesis	micromol o2 mg(Chl)^-1 min^-1
2187	279	7	Evans, A., Webb, K. & Penhale, P. (1986) Photosynthetic temperature acclimation in two coexisting seagrasses, Zostera marina L. and Ruppia maritima L. Aquatic Botany. [Online] 24185–197. Available from: http://www.sciencedirect.com/science/article/pii/0304377086900951 [Accessed: 8 July 2014].	photosynthesis	micromol o2 mg(Chl)^-1 min^-1
