id	cite	CTaxa	RTaxa	RDenUnit
1841	40015	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Odocoileus virginianus Zimmermann 1780	Acer rubrum Linnaeus	Individuals per square meter
1842	40015	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Odocoileus virginianus Zimmermann 1780	Acer rubrum Linnaeus	Individuals per square meter
1845	40016	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Odocoileus virginianus Zimmermann 1780	Acer rubrum Linnaeus	Individuals per square meter
1846	40016	Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.	Odocoileus virginianus Zimmermann 1780	Acer rubrum Linnaeus	Individuals per square meter
1849	40017	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Bosmina longirostris (Mller 1776)	Individuals per arena
1850	40017	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Bosmina longirostris (Mller 1776)	Individuals per arena
1877	40018	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Ceriodaphnia dubia Richard 1894	Individuals per arena
1878	40018	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Ceriodaphnia dubia Richard 1894	Individuals per arena
1908	40019	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Ceriodaphnia dubia Richard 1894	Individuals per arena
1909	40019	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Ceriodaphnia dubia Richard 1894	Individuals per arena
1934	40020	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Daphnia ambigua Scourfield 1947	Individuals per arena
1935	40020	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Daphnia ambigua Scourfield 1947	Individuals per arena
1961	40021	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Daphnia middendorffiana ????	Individuals per arena
1962	40021	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Daphnia middendorffiana ????	Individuals per arena
1980	40022	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Daphnia middendorffiana ????	Individuals per arena
1981	40022	Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.	Parabroteas sarsi (Daday)	Daphnia middendorffiana ????	Individuals per arena
1999	40023	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Askenasia volvox (Claparde & Lachmann 1859)	Individuals per milliliter
2000	40023	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Askenasia volvox (Claparde & Lachmann 1859)	Individuals per milliliter
2006	40024	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Askenasia volvox (Claparde & Lachmann 1859)	Individuals per milliliter
2007	40024	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Askenasia volvox (Claparde & Lachmann 1859)	Individuals per milliliter
2013	40025	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Halteria grandinella (Mull.)	Individuals per milliliter
2014	40025	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Halteria grandinella (Mull.)	Individuals per milliliter
2024	40026	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Halteria grandinella (Mull.)	Individuals per milliliter
2025	40026	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Halteria grandinella (Mull.)	Individuals per milliliter
2031	40027	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Strobilidium velox Faure-Fremiet 1924	Individuals per milliliter
2032	40027	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Strobilidium velox Faure-Fremiet 1924	Individuals per milliliter
2040	40028	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Strobilidium velox Faure-Fremiet 1924	Individuals per milliliter
2041	40028	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Strobilidium velox Faure-Fremiet 1924	Individuals per milliliter
2047	40029	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Stokesia vernalis Wenrich 1929	Individuals per milliliter
2048	40029	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Stokesia vernalis Wenrich 1929	Individuals per milliliter
2057	40030	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Stokesia vernalis Wenrich 1929	Individuals per milliliter
2058	40030	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Stokesia vernalis Wenrich 1929	Individuals per milliliter
2063	40031	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Coleps hirtus (Mull.)	Individuals per milliliter
2064	40031	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops abyssorum Sars 1863	Coleps hirtus (Mull.)	Individuals per milliliter
2073	40032	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Coleps hirtus (Mull.)	Individuals per milliliter
2074	40032	Wickham S. A. 1995. CYCLOPS PREDATION ON CILIATES - SPECIES-SPECIFIC DIFFERENCES AND FUNCTIONAL-RESPONSES. Journal of Plankton Research 17:1633-1646.	Cyclops kolensis Lilljeborg 1901	Coleps hirtus (Mull.)	Individuals per milliliter
2080	40033	Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.	Bonasa umbellus (Linnaeus 1766)	Trifolium repens	Individuals per square meter
2081	40033	Hewitt D. G. and R. L. Kirkpatrick. 1996. Forage intake rates of ruffed grouse and potential effects on grouse density. Canadian Journal of Zoology-Revue Canadienne De Zoologie 74:2016-2024.	Bonasa umbellus (Linnaeus 1766)	Trifolium repens	Individuals per square meter
2122	40034	Vucetich J. A. R. O. Peterson and C. L. Schaefer. 2002. The effect of prey and predator densities on wolf predation. Ecology 83:3003-3013.	Canis lupus Linnaeus 1758	Alces alces Gray 1821	individuals per square km
2123	40034	Vucetich J. A. R. O. Peterson and C. L. Schaefer. 2002. The effect of prey and predator densities on wolf predation. Ecology 83:3003-3013.	Canis lupus Linnaeus 1758	Alces alces Gray 1821	individuals per square km
2133	40035	Acuna J. L. and M. Kiefer. 2000. Functional response of the appendicularian Oikopleura dioica. Limnology and Oceanography 45:608-618.	Oikopleura dioica Fol 1872	Isochrysis galbana Parke	microgram (Carbon) per liter
2134	40035	Acuna J. L. and M. Kiefer. 2000. Functional response of the appendicularian Oikopleura dioica. Limnology and Oceanography 45:608-618.	Oikopleura dioica Fol 1872	Isochrysis galbana Parke	microgram (Carbon) per liter
2158	40036	Acuna J. L. and M. Kiefer. 2000. Functional response of the appendicularian Oikopleura dioica. Limnology and Oceanography 45:608-618.	Oikopleura dioica Fol 1872	Chlorella spp.	microgram (Carbon) per liter
2159	40036	Acuna J. L. and M. Kiefer. 2000. Functional response of the appendicularian Oikopleura dioica. Limnology and Oceanography 45:608-618.	Oikopleura dioica Fol 1872	Chlorella spp.	microgram (Carbon) per liter
2182	40037	Acuna J. L. and M. Kiefer. 2000. Functional response of the appendicularian Oikopleura dioica. Limnology and Oceanography 45:608-618.	Oikopleura dioica Fol 1872	Tetraselmis suecica Kylin (Butch)	microgram (Carbon) per liter
2183	40037	Acuna J. L. and M. Kiefer. 2000. Functional response of the appendicularian Oikopleura dioica. Limnology and Oceanography 45:608-618.	Oikopleura dioica Fol 1872	Tetraselmis suecica Kylin (Butch)	microgram (Carbon) per liter
2203	40038	Ohlberger J. T. Mehner G. Staaks and F. Holker. 2008. Is ecological segregation in a pair of sympatric coregonines supported by divergent feeding efficiencies? Canadian Journal of Fisheries and Aquatic Sciences 65:2105-2113.	Coregonus albula (Linnaeus 1758)	Daphnia magna Straus 1820	Individuals per liter
2204	40038	Ohlberger J. T. Mehner G. Staaks and F. Holker. 2008. Is ecological segregation in a pair of sympatric coregonines supported by divergent feeding efficiencies? Canadian Journal of Fisheries and Aquatic Sciences 65:2105-2113.	Coregonus albula (Linnaeus 1758)	Daphnia magna Straus 1820	Individuals per liter
2236	40039	Ohlberger J. T. Mehner G. Staaks and F. Holker. 2008. Is ecological segregation in a pair of sympatric coregonines supported by divergent feeding efficiencies? Canadian Journal of Fisheries and Aquatic Sciences 65:2105-2113.	Coregonus fontanae Schulz and Freyhof 2003	Daphnia magna Straus 1820	Individuals per liter
2237	40039	Ohlberger J. T. Mehner G. Staaks and F. Holker. 2008. Is ecological segregation in a pair of sympatric coregonines supported by divergent feeding efficiencies? Canadian Journal of Fisheries and Aquatic Sciences 65:2105-2113.	Coregonus fontanae Schulz and Freyhof 2003	Daphnia magna Straus 1820	Individuals per liter
2270	40042	Jeschke J. M. and K. Hohberg. 2008. Predicting and testing functional responses: An example from a tardigrade-nematode system. Basic and Applied Ecology 9:145-151.	Macrobiotus richtersi Murray 1911	Acrobeloides nanus ????	Individuals per arena
2271	40042	Jeschke J. M. and K. Hohberg. 2008. Predicting and testing functional responses: An example from a tardigrade-nematode system. Basic and Applied Ecology 9:145-151.	Macrobiotus richtersi Murray 1911	Acrobeloides nanus ????	Individuals per arena
2358	40043	Jeschke J. M. and K. Hohberg. 2008. Predicting and testing functional responses: An example from a tardigrade-nematode system. Basic and Applied Ecology 9:145-151.	Macrobiotus richtersi Murray 1911	Acrobeloides nanus ????	Individuals per arena
2359	40043	Jeschke J. M. and K. Hohberg. 2008. Predicting and testing functional responses: An example from a tardigrade-nematode system. Basic and Applied Ecology 9:145-151.	Macrobiotus richtersi Murray 1911	Acrobeloides nanus ????	Individuals per arena
2446	40044	Whittingham M. J. and H. M. Markland. 2002. The influence of substrate on the functional response of an avian granivore and its implications for farmland bird conservation. Oecologia 130:637-644.	Serinus canaria (Linnaeus 1758)	seeds (Phalaris canariensis?)	Individuals per arena
2447	40044	Whittingham M. J. and H. M. Markland. 2002. The influence of substrate on the functional response of an avian granivore and its implications for farmland bird conservation. Oecologia 130:637-644.	Serinus canaria (Linnaeus 1758)	seeds (Phalaris canariensis?)	Individuals per arena
2451	40045	Muschiol D. M. Markovic I. Threis and W. Traunspurger. 2008. Predatory copepods can control nematode populations: A functional-response experiment with Eucyclops subterraneus and bacterivorous nematodes. Fundamental and Applied Limnology 172:317-324.	Eucyclops subterraneus scythicus Plesa 1989	Panagrolaimus spp.	Individuals per arena
2452	40045	Muschiol D. M. Markovic I. Threis and W. Traunspurger. 2008. Predatory copepods can control nematode populations: A functional-response experiment with Eucyclops subterraneus and bacterivorous nematodes. Fundamental and Applied Limnology 172:317-324.	Eucyclops subterraneus scythicus Plesa 1989	Panagrolaimus spp.	Individuals per arena
2478	40046	Muschiol D. M. Markovic I. Threis and W. Traunspurger. 2008. Predatory copepods can control nematode populations: A functional-response experiment with Eucyclops subterraneus and bacterivorous nematodes. Fundamental and Applied Limnology 172:317-324.	Eucyclops subterraneus scythicus Plesa 1989	Poikilolaimus spp.	Individuals per arena
2479	40046	Muschiol D. M. Markovic I. Threis and W. Traunspurger. 2008. Predatory copepods can control nematode populations: A functional-response experiment with Eucyclops subterraneus and bacterivorous nematodes. Fundamental and Applied Limnology 172:317-324.	Eucyclops subterraneus scythicus Plesa 1989	Poikilolaimus spp.	Individuals per arena
2501	40047	Ohba S. Y. and M. Takagi. 2010. PREDATORY ABILITY OF ADULT DIVING BEETLES ON THE JAPANESE ENCEPHALITIS VECTOR CULEX TRITAENIORHYNCHUS. Journal of the American Mosquito Control Association 26:32-36.	Hydaticus grammicus Germar 1830	Culex tritaeniorhynchus Giles 1901	Individuals per arena
2502	40047	Ohba S. Y. and M. Takagi. 2010. PREDATORY ABILITY OF ADULT DIVING BEETLES ON THE JAPANESE ENCEPHALITIS VECTOR CULEX TRITAENIORHYNCHUS. Journal of the American Mosquito Control Association 26:32-36.	Hydaticus grammicus Germar 1830	Culex tritaeniorhynchus Giles 1901	Individuals per arena
2574	40048	Ohba S. Y. and M. Takagi. 2010. PREDATORY ABILITY OF ADULT DIVING BEETLES ON THE JAPANESE ENCEPHALITIS VECTOR CULEX TRITAENIORHYNCHUS. Journal of the American Mosquito Control Association 26:32-36.	Eretes griseus (Fabricius 1781)	Culex tritaeniorhynchus Giles 1901	Individuals per arena
2575	40048	Ohba S. Y. and M. Takagi. 2010. PREDATORY ABILITY OF ADULT DIVING BEETLES ON THE JAPANESE ENCEPHALITIS VECTOR CULEX TRITAENIORHYNCHUS. Journal of the American Mosquito Control Association 26:32-36.	Eretes griseus (Fabricius 1781)	Culex tritaeniorhynchus Giles 1901	Individuals per arena
2645	40049	Ohba S. Y. and M. Takagi. 2010. PREDATORY ABILITY OF ADULT DIVING BEETLES ON THE JAPANESE ENCEPHALITIS VECTOR CULEX TRITAENIORHYNCHUS. Journal of the American Mosquito Control Association 26:32-36.	Rhantus suturalis (MacLeay 1825)	Culex tritaeniorhynchus Giles 1901	Individuals per arena
2646	40049	Ohba S. Y. and M. Takagi. 2010. PREDATORY ABILITY OF ADULT DIVING BEETLES ON THE JAPANESE ENCEPHALITIS VECTOR CULEX TRITAENIORHYNCHUS. Journal of the American Mosquito Control Association 26:32-36.	Rhantus suturalis (MacLeay 1825)	Culex tritaeniorhynchus Giles 1901	Individuals per arena
2693	40050	Baker D. J. R. A. Stillman B. M. Smith J. M. Bullock and K. J. Norris. 2010. Vigilance and the functional response of granivorous foragers. Functional Ecology:no-no.	Perdix perdix Linnaeus 1758	Triticum spp.	Individuals per square meter
2694	40050	Baker D. J. R. A. Stillman B. M. Smith J. M. Bullock and K. J. Norris. 2010. Vigilance and the functional response of granivorous foragers. Functional Ecology:no-no.	Perdix perdix Linnaeus 1758	Triticum spp.	Individuals per square meter
2835	40051	Baker D. J. R. A. Stillman and J. M. Bullock. 2009. The effect of habitat complexity on the functional response of a seed-eating passerine. Ibis 151:547-558.	Fringilla coelebs Linnaeus 1758	Brassica napus L.	Individuals per square meter
2836	40051	Baker D. J. R. A. Stillman and J. M. Bullock. 2009. The effect of habitat complexity on the functional response of a seed-eating passerine. Ibis 151:547-558.	Fringilla coelebs Linnaeus 1758	Brassica napus L.	Individuals per square meter
2940	40052	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
2941	40052	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
3010	40053	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
3011	40053	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
3080	40054	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
3081	40054	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
3150	40055	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
3151	40055	Fantinou A. A. D. C. Perdikis P. D. Labropoulos and D. A. Maselou. 2009. Preference and consumption of Macrolophus pygmaeus preying on mixed instar assemblages of Myzus persicae. Biological Control 51:76-80.	Macrolophus pygmaeus (Rambur 1839)	Myzus persicae (Sulzer 1776)	Individuals per arena
3220	40056	Witz B. W. 1996. The functional response of Cnemidophorus sexlineatus: Laboratory versus field measurements. Journal of Herpetology 30:498-506.	Cnemidophorus sexlineatus Linneaus 1766	Acheta domesticus (Linnaeus 1758)	Individuals per square meter
3221	40056	Witz B. W. 1996. The functional response of Cnemidophorus sexlineatus: Laboratory versus field measurements. Journal of Herpetology 30:498-506.	Cnemidophorus sexlineatus Linneaus 1766	Acheta domesticus (Linnaeus 1758)	Individuals per square meter
3225	40057	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Morone saxatilis (Walbaum 1792)	Individuals per arena
3226	40057	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Morone saxatilis (Walbaum 1792)	Individuals per arena
3231	40058	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Morone saxatilis (Walbaum 1792)	Individuals per arena
3232	40058	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Morone saxatilis (Walbaum 1792)	Individuals per arena
3235	40059	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Menidia menidia (Linnaeus 1766)	Individuals per arena
3236	40059	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Menidia menidia (Linnaeus 1766)	Individuals per arena
3244	40060	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Menidia menidia (Linnaeus 1766)	Individuals per arena
3245	40060	Buckel J. A. and A. W. Stoner. 2000. Functional response and switching behavior of young-of-the-year piscivorous bluefish. Journal of Experimental Marine Biology and Ecology 245:25-41.	Pomatomus saltatrix (Linnaeus 1766)	Menidia menidia (Linnaeus 1766)	Individuals per arena
3249	40061	Harms S. and F. Johansson. 2000. The influence of prey behaviour on prey selection of the carnivorous plant Utricularia vulgaris. Hydrobiologia 427:113-120.	Utricularia vulgaris Linnaeus 1753	Polyphemus pediculus (Linnaeus 1761)	Individuals per arena
3250	40061	Harms S. and F. Johansson. 2000. The influence of prey behaviour on prey selection of the carnivorous plant Utricularia vulgaris. Hydrobiologia 427:113-120.	Utricularia vulgaris Linnaeus 1753	Polyphemus pediculus (Linnaeus 1761)	Individuals per arena
3257	40062	Harms S. and F. Johansson. 2000. The influence of prey behaviour on prey selection of the carnivorous plant Utricularia vulgaris. Hydrobiologia 427:113-120.	Utricularia vulgaris Linnaeus 1753	Eucyclops serrulatus (Fischer 1851)	Individuals per arena
3258	40062	Harms S. and F. Johansson. 2000. The influence of prey behaviour on prey selection of the carnivorous plant Utricularia vulgaris. Hydrobiologia 427:113-120.	Utricularia vulgaris Linnaeus 1753	Eucyclops serrulatus (Fischer 1851)	Individuals per arena
3265	40063	Nielsen O. K. 1999. Gyrfalcon predation on ptarmigan: numerical and functional responses. Journal of Animal Ecology 68:1034-1050.	Falco rusticolus Linnaeus 1758	Lagopus muta (Montin 1781)	Individuals per arena
3266	40063	Nielsen O. K. 1999. Gyrfalcon predation on ptarmigan: numerical and functional responses. Journal of Animal Ecology 68:1034-1050.	Falco rusticolus Linnaeus 1758	Lagopus muta (Montin 1781)	Individuals per arena
3282	40064	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Acartia spp.	Individuals per liter
3283	40064	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Acartia spp.	Individuals per liter
3299	40065	Viitasalo M. and M. Rautio. 1998. Zooplanktivory by Praunus flexuosus (Crustacea : Mysidacea): functional responses and prey selection in relation to prey escape responses. Marine Ecology-Progress Series 174:77-87.	Praunus flexuosus (Mller 1776)	Eurytemora affinis (Poppe 1880)	Individuals per liter
